Zipcode,Year,MedPrice,MedPrice_IA,PercentChngPrice,PercentChngPriceIA,Source
94403,2006,"835,883","1,140,951",1.44,0.87,Zillow
94403,2007,"838,458","1,108,436",1.45,0.82,Zillow
94403,2008,"775,967","994,514",1.26,0.63,Zillow
94403,2009,"738,225","939,396",1.15,0.54,Zillow
94403,2010,"726,283","911,607",1.12,0.49,Zillow
94403,2011,"698,908","855,071",1.04,0.4,Zillow
94403,2012,"738,625","879,911",1.16,0.44,Zillow
94403,2013,"875,283","1,020,153",1.55,0.67,Zillow
94403,2014,"970,617","1,099,907",1.83,0.8,Zillow
94403,2015,"1,156,142","1,276,769",2.37,1.09,Zillow
94403,2016,"1,254,208","1,344,651",2.66,1.2,Zillow
94403,2017,"1,405,625","1,459,956",3.1,1.39,Zillow
94403,2018,"1,554,458","1,554,458",3.54,1.55,Zillow
94404,1997,"354,433","630,976",0,0,Zillow
94404,1998,"410,275","707,881",0.16,0.12,Zillow
94404,1999,"456,950","756,419",0.29,0.2,Zillow
94404,2000,"568,025","900,110",0.6,0.43,Zillow
94404,2001,"602,125","905,409",0.7,0.43,Zillow
94404,2002,"602,517","891,445",0.7,0.41,Zillow
94404,2003,"642,308","933,867",0.81,0.48,Zillow
94404,2004,"731,208","1,050,286",1.06,0.66,Zillow
94404,2005,"828,000","1,166,432",1.34,0.85,Zillow
94404,2006,"858,842","1,172,288",1.42,0.86,Zillow
94404,2007,"878,508","1,161,382",1.48,0.84,Zillow
94404,2008,"817,200","1,047,360",1.31,0.66,Zillow
94404,2009,"758,350","965,005",1.14,0.53,Zillow
94404,2010,"738,825","927,349",1.08,0.47,Zillow
94404,2011,"715,792","875,727",1.02,0.39,Zillow
94404,2012,"773,458","921,408",1.18,0.46,Zillow
94404,2013,"909,542","1,060,082",1.57,0.68,Zillow
94404,2014,"1,010,942","1,145,604",1.85,0.82,Zillow
94404,2015,"1,209,933","1,336,174",2.41,1.12,Zillow
94404,2016,"1,305,600","1,399,749",2.68,1.22,Zillow
94404,2017,"1,416,175","1,470,914",3,1.33,Zillow
94404,2018,"1,590,233","1,590,233",3.49,1.52,Zillow
94501,1997,"229,183","408,001",0,0,Zillow
94501,1998,"259,417","447,593",0.13,0.1,Zillow
94501,1999,"291,700","482,870",0.27,0.18,Zillow
94501,2000,"381,525","604,576",0.66,0.48,Zillow
94501,2001,"417,300","627,489",0.82,0.54,Zillow
94501,2002,"439,000","649,516",0.92,0.59,Zillow
94501,2003,"494,075","718,347",1.16,0.76,Zillow
94501,2004,"580,442","833,729",1.53,1.04,Zillow
94501,2005,"671,867","946,482",1.93,1.32,Zillow
94501,2006,"673,758","919,656",1.94,1.25,Zillow
94501,2007,"644,975","852,652",1.81,1.09,Zillow
94501,2008,"579,042","742,126",1.53,0.82,Zillow
94501,2009,"548,667","698,182",1.39,0.71,Zillow
94501,2010,"560,850","703,960",1.45,0.73,Zillow
94501,2011,"515,217","630,336",1.25,0.54,Zillow
94501,2012,"521,408","621,145",1.28,0.52,Zillow
94501,2013,"644,150","750,765",1.81,0.84,Zillow
94501,2014,"694,667","787,199",2.03,0.93,Zillow
94501,2015,"790,425","872,895",2.45,1.14,Zillow
94501,2016,"857,742","919,595",2.74,1.25,Zillow
94501,2017,"927,742","963,601",3.05,1.36,Zillow
94501,2018,"985,033","985,033",3.3,1.41,Zillow
94502,1997,"253,225","450,801",0,0,Zillow
94502,1998,"280,508","483,984",0.11,0.07,Zillow
94502,1999,"317,533","525,634",0.25,0.17,Zillow
94502,2000,"412,458","653,594",0.63,0.45,Zillow
94502,2001,"455,658","685,168",0.8,0.52,Zillow
94502,2002,"488,467","722,704",0.93,0.6,Zillow
94502,2003,"549,383","798,761",1.17,0.77,Zillow
94502,2004,"625,083","897,851",1.47,0.99,Zillow
94502,2005,"719,767","1,013,960",1.84,1.25,Zillow
94502,2006,"715,133","976,131",1.82,1.17,Zillow
94502,2007,"684,317","904,662",1.7,1.01,Zillow
94502,2008,"606,558","777,392",1.4,0.72,Zillow
94502,2009,"579,808","737,810",1.29,0.64,Zillow
94502,2010,"593,233","744,607",1.34,0.65,Zillow
94502,2011,"542,417","663,613",1.14,0.47,Zillow
94502,2012,"544,850","649,070",1.15,0.44,Zillow
94502,2013,"648,775","756,155",1.56,0.68,Zillow
94502,2014,"703,250","796,926",1.78,0.77,Zillow
94502,2015,"773,100","853,763",2.05,0.89,Zillow
94502,2016,"831,625","891,595",2.28,0.98,Zillow
94502,2017,"920,242","955,811",2.63,1.12,Zillow
94502,2018,"954,608","954,608",2.77,1.12,Zillow
94503,1997,"173,342","308,590",0,0,Zillow
94503,1998,"179,142","309,088",0.03,0,Zillow
94503,1999,"203,550","336,950",0.17,0.09,Zillow
94503,2000,"256,383","406,273",0.48,0.32,Zillow
94503,2001,"301,842","453,876",0.74,0.47,Zillow
94503,2002,"349,067","516,457",1.01,0.67,Zillow
94503,2003,"412,192","599,295",1.38,0.94,Zillow
94503,2004,"495,475","711,686",1.86,1.31,Zillow
94503,2005,"590,867","832,374",2.41,1.7,Zillow
94503,2006,"619,083","845,027",2.57,1.74,Zillow
94503,2007,"594,758","786,266",2.43,1.55,Zillow
94503,2008,"486,342","623,317",1.81,1.02,Zillow
94503,2009,"411,358","523,456",1.37,0.7,Zillow
94503,2010,"367,200","460,897",1.12,0.49,Zillow
94503,2011,"337,833","413,318",0.95,0.34,Zillow
94503,2012,"320,508","381,816",0.85,0.24,Zillow
94503,2013,"327,942","382,220",0.89,0.24,Zillow
94503,2014,"390,675","442,715",1.25,0.43,Zillow
94503,2015,"439,817","485,706",1.54,0.57,Zillow
94503,2016,"460,858","494,092",1.66,0.6,Zillow
94503,2017,"516,933","536,914",1.98,0.74,Zillow
94503,2018,"553,933","553,933",2.2,0.8,Zillow
94505,1997,"319,300","568,431",0,0,Zillow
94505,1998,"294,333","507,837",-0.08,-0.11,Zillow
94505,1999,"319,133","528,282",0,-0.07,Zillow
94505,2000,"394,442","625,044",0.24,0.1,Zillow
94505,2001,"481,333","723,776",0.51,0.27,Zillow
94505,2002,"497,533","736,119",0.56,0.3,Zillow
94505,2003,"486,250","706,970",0.52,0.24,Zillow
94505,2004,"561,483","806,498",0.76,0.42,Zillow
94505,2005,"674,658","950,415",1.11,0.67,Zillow
94505,2006,"697,325","951,824",1.18,0.67,Zillow
94505,2007,"668,433","883,664",1.09,0.55,Zillow
94505,2008,"507,108","649,933",0.59,0.14,Zillow
94505,2009,"365,992","465,727",0.15,-0.18,Zillow
94505,2010,"341,992","429,257",0.07,-0.24,Zillow
94505,2011,"326,175","399,055",0.02,-0.3,Zillow
94505,2012,"357,250","425,586",0.12,-0.25,Zillow
94505,2013,"426,792","497,431",0.34,-0.12,Zillow
94505,2014,"473,758","536,865",0.48,-0.06,Zillow
94505,2015,"500,067","552,242",0.57,-0.03,Zillow
94505,2016,"524,975","562,832",0.64,-0.01,Zillow
94505,2017,"570,592","592,646",0.79,0.04,Zillow
94505,2018,"600,658","600,658",0.88,0.06,Zillow
94506,1997,"435,767","775,769",0,0,Zillow
94506,1998,"481,233","830,311",0.1,0.07,Zillow
94506,1999,"539,200","892,573",0.24,0.15,Zillow
94506,2000,"655,467","1,038,673",0.5,0.34,Zillow
94506,2001,"754,942","1,135,197",0.73,0.46,Zillow
94506,2002,"814,592","1,205,218",0.87,0.55,Zillow
94506,2003,"906,008","1,317,266",1.08,0.7,Zillow
94506,2004,"965,483","1,386,792",1.22,0.79,Zillow
94506,2005,"1,122,383","1,581,140",1.58,1.04,Zillow
94506,2006,"1,137,375","1,552,476",1.61,1,Zillow
94506,2007,"1,031,342","1,363,427",1.37,0.76,Zillow
94506,2008,"897,558","1,150,351",1.06,0.48,Zillow
94506,2009,"878,817","1,118,300",1.02,0.44,Zillow
94506,2010,"868,017","1,089,506",0.99,0.4,Zillow
94506,2011,"843,042","1,031,409",0.93,0.33,Zillow
94506,2012,"890,133","1,060,401",1.04,0.37,Zillow
94506,2013,"1,015,133","1,183,150",1.33,0.53,Zillow
94506,2014,"1,102,642","1,249,518",1.53,0.61,Zillow
94506,2015,"1,179,008","1,302,022",1.71,0.68,Zillow
94506,2016,"1,229,658","1,318,331",1.82,0.7,Zillow
94506,2017,"1,301,967","1,352,291",1.99,0.74,Zillow
94506,2018,"1,358,983","1,358,983",2.12,0.75,Zillow
94507,1997,"461,142","820,943",0,0,Zillow
94507,1998,"549,150","947,493",0.19,0.15,Zillow
94507,1999,"633,742","1,049,074",0.37,0.28,Zillow
94507,2000,"761,642","1,206,921",0.65,0.47,Zillow
94507,2001,"915,383","1,376,452",0.99,0.68,Zillow
94507,2002,"1,001,792","1,482,187",1.17,0.81,Zillow
94507,2003,"1,123,783","1,633,895",1.44,0.99,Zillow
94507,2004,"1,226,942","1,762,343",1.66,1.15,Zillow
94507,2005,"1,394,442","1,964,398",2.02,1.39,Zillow
94507,2006,"1,388,408","1,895,128",2.01,1.31,Zillow
94507,2007,"1,440,425","1,904,232",2.12,1.32,Zillow
94507,2008,"1,282,550","1,643,774",1.78,1,Zillow
94507,2009,"1,223,067","1,556,361",1.65,0.9,Zillow
94507,2010,"1,159,817","1,455,764",1.52,0.77,Zillow
94507,2011,"1,122,308","1,373,075",1.43,0.67,Zillow
94507,2012,"1,139,867","1,357,904",1.47,0.65,Zillow
94507,2013,"1,296,458","1,511,038",1.81,0.84,Zillow
94507,2014,"1,369,017","1,551,376",1.97,0.89,Zillow
94507,2015,"1,583,458","1,748,671",2.43,1.13,Zillow
94507,2016,"1,684,433","1,805,901",2.65,1.2,Zillow
94507,2017,"1,740,600","1,807,879",2.77,1.2,Zillow
94507,2018,"1,823,233","1,823,233",2.95,1.22,Zillow
94508,1997,"257,992","459,287",0,0,Zillow
94508,1998,"276,725","477,456",0.07,0.04,Zillow
94508,1999,"304,725","504,431",0.18,0.1,Zillow
94508,2000,"373,858","592,427",0.45,0.29,Zillow
94508,2001,"464,383","698,288",0.8,0.52,Zillow
94508,2002,"544,100","805,016",1.11,0.75,Zillow
94508,2003,"577,375","839,459",1.24,0.83,Zillow
94508,2004,"612,233","879,394",1.37,0.91,Zillow
94508,2005,"702,042","988,990",1.72,1.15,Zillow
94508,2006,"702,350","958,683",1.72,1.09,Zillow
94508,2007,"699,783","925,109",1.71,1.01,Zillow
94508,2008,"601,425","770,813",1.33,0.68,Zillow
94508,2009,"499,608","635,755",0.94,0.38,Zillow
94508,2010,"457,067","573,695",0.77,0.25,Zillow
94508,2011,"417,983","511,377",0.62,0.11,Zillow
94508,2012,"444,700","529,763",0.72,0.15,Zillow
94508,2013,"523,742","610,427",1.03,0.33,Zillow
94508,2014,"557,358","631,601",1.16,0.38,Zillow
94508,2015,"646,242","713,668",1.5,0.55,Zillow
94508,2016,"667,725","715,876",1.59,0.56,Zillow
94508,2017,"703,883","731,090",1.73,0.59,Zillow
94508,2018,"781,733","781,733",2.03,0.7,Zillow
94509,1997,"132,217","235,377",0,0,Zillow
94509,1998,"134,225","231,589",0.02,-0.02,Zillow
94509,1999,"158,975","263,162",0.2,0.12,Zillow
94509,2000,"187,375","296,920",0.42,0.26,Zillow
94509,2001,"216,833","326,050",0.64,0.39,Zillow
94509,2002,"246,233","364,311",0.86,0.55,Zillow
94509,2003,"283,858","412,708",1.15,0.75,Zillow
94509,2004,"343,100","492,819",1.59,1.09,Zillow
94509,2005,"442,983","624,046",2.35,1.65,Zillow
94509,2006,"447,100","610,275",2.38,1.59,Zillow
94509,2007,"405,617","536,222",2.07,1.28,Zillow
94509,2008,"289,692","371,282",1.19,0.58,Zillow
94509,2009,"171,367","218,065",0.3,-0.07,Zillow
94509,2010,"163,558","205,293",0.24,-0.13,Zillow
94509,2011,"155,500","190,245",0.18,-0.19,Zillow
94509,2012,"159,608","190,139",0.21,-0.19,Zillow
94509,2013,"205,758","239,814",0.56,0.02,Zillow
94509,2014,"261,100","295,880",0.97,0.26,Zillow
94509,2015,"288,550","318,656",1.18,0.35,Zillow
94509,2016,"330,850","354,708",1.5,0.51,Zillow
94509,2017,"369,158","383,427",1.79,0.63,Zillow
94509,2018,"403,350","403,350",2.05,0.71,Zillow
94510,1997,"193,675","344,788",0,0,Zillow
94510,1998,"213,083","367,650",0.1,0.07,Zillow
94510,1999,"243,708","403,426",0.26,0.17,Zillow
94510,2000,"293,733","465,459",0.52,0.35,Zillow
94510,2001,"347,417","522,407",0.79,0.52,Zillow
94510,2002,"382,225","565,516",0.97,0.64,Zillow
94510,2003,"428,008","622,291",1.21,0.8,Zillow
94510,2004,"500,058","718,269",1.58,1.08,Zillow
94510,2005,"601,033","846,696",2.1,1.46,Zillow
94510,2006,"605,117","825,963",2.12,1.4,Zillow
94510,2007,"542,142","716,708",1.8,1.08,Zillow
94510,2008,"442,467","567,085",1.28,0.64,Zillow
94510,2009,"397,417","505,715",1.05,0.47,Zillow
94510,2010,"399,225","501,094",1.06,0.45,Zillow
94510,2011,"352,958","431,823",0.82,0.25,Zillow
94510,2012,"333,817","397,670",0.72,0.15,Zillow
94510,2013,"423,358","493,429",1.19,0.43,Zillow
94510,2014,"481,917","546,110",1.49,0.58,Zillow
94510,2015,"517,483","571,476",1.67,0.66,Zillow
94510,2016,"558,742","599,033",1.88,0.74,Zillow
94510,2017,"603,333","626,654",2.12,0.82,Zillow
94510,2018,"641,617","641,617",2.31,0.86,Zillow
94513,1997,"255,800","455,385",0,0,Zillow
94513,1998,"254,075","438,376",-0.01,-0.04,Zillow
94513,1999,"273,158","452,177",0.07,-0.01,Zillow
94513,2000,"311,758","494,022",0.22,0.08,Zillow
94513,2001,"359,583","540,701",0.41,0.19,Zillow
94513,2002,"370,125","547,613",0.45,0.2,Zillow
94513,2003,"405,383","589,396",0.58,0.29,Zillow
94513,2004,"475,133","682,468",0.86,0.5,Zillow
94513,2005,"615,033","866,419",1.4,0.9,Zillow
94513,2006,"620,625","847,131",1.43,0.86,Zillow
94513,2007,"545,042","720,541",1.13,0.58,Zillow
94513,2008,"408,600","523,680",0.6,0.15,Zillow
94513,2009,"321,742","409,418",0.26,-0.1,Zillow
94513,2010,"298,792","375,033",0.17,-0.18,Zillow
94513,2011,"286,525","350,546",0.12,-0.23,Zillow
94513,2012,"306,317","364,910",0.2,-0.2,Zillow
94513,2013,"375,533","437,689",0.47,-0.04,Zillow
94513,2014,"423,967","480,441",0.66,0.06,Zillow
94513,2015,"475,200","524,781",0.86,0.15,Zillow
94513,2016,"512,917","549,904",1.01,0.21,Zillow
94513,2017,"547,658","568,827",1.14,0.25,Zillow
94513,2018,"578,167","578,167",1.26,0.27,Zillow
94515,1997,"220,358","392,291",0,0,Zillow
94515,1998,"236,650","408,311",0.07,0.04,Zillow
94515,1999,"272,233","450,646",0.24,0.15,Zillow
94515,2000,"336,000","532,436",0.52,0.36,Zillow
94515,2001,"411,275","618,430",0.87,0.58,Zillow
94515,2002,"491,233","726,798",1.23,0.85,Zillow
94515,2003,"534,000","776,395",1.42,0.98,Zillow
94515,2004,"611,350","878,125",1.77,1.24,Zillow
94515,2005,"729,125","1,027,144",2.31,1.62,Zillow
94515,2006,"711,333","970,944",2.23,1.48,Zillow
94515,2007,"675,033","892,389",2.06,1.27,Zillow
94515,2008,"580,708","744,262",1.64,0.9,Zillow
94515,2009,"512,783","652,520",1.33,0.66,Zillow
94515,2010,"470,533","590,598",1.14,0.51,Zillow
94515,2011,"429,408","525,355",0.95,0.34,Zillow
94515,2012,"464,408","553,242",1.11,0.41,Zillow
94515,2013,"558,842","651,337",1.54,0.66,Zillow
94515,2014,"631,367","715,467",1.87,0.82,Zillow
94515,2015,"654,683","722,991",1.97,0.84,Zillow
94515,2016,"703,417","754,141",2.19,0.92,Zillow
94515,2017,"744,292","773,060",2.38,0.97,Zillow
94515,2018,"839,925","839,925",2.81,1.14,Zillow
94517,1997,"225,308","401,103",0,0,Zillow
94517,1998,"251,750","434,365",0.12,0.08,Zillow
94517,1999,"290,217","480,415",0.29,0.2,Zillow
94517,2000,"370,783","587,555",0.65,0.46,Zillow
94517,2001,"451,967","679,617",1.01,0.69,Zillow
94517,2002,"486,592","719,930",1.16,0.79,Zillow
94517,2003,"557,883","811,119",1.48,1.02,Zillow
94517,2004,"656,683","943,241",1.91,1.35,Zillow
94517,2005,"752,400","1,059,932",2.34,1.64,Zillow
94517,2006,"792,217","1,081,347",2.52,1.7,Zillow
94517,2007,"717,925","949,092",2.19,1.37,Zillow
94517,2008,"602,350","771,999",1.67,0.92,Zillow
94517,2009,"565,417","719,496",1.51,0.79,Zillow
94517,2010,"564,550","708,605",1.51,0.77,Zillow
94517,2011,"492,525","602,574",1.19,0.5,Zillow
94517,2012,"495,133","589,844",1.2,0.47,Zillow
94517,2013,"617,875","720,141",1.74,0.8,Zillow
94517,2014,"669,767","758,983",1.97,0.89,Zillow
94517,2015,"737,108","814,016",2.27,1.03,Zillow
94517,2016,"773,475","829,252",2.43,1.07,Zillow
94517,2017,"798,500","829,364",2.54,1.07,Zillow
94517,2018,"825,292","825,292",2.66,1.06,Zillow
94518,1997,"173,067","308,100",0,0,Zillow
94518,1998,"206,883","356,953",0.2,0.16,Zillow
94518,1999,"237,792","393,632",0.37,0.28,Zillow
94518,2000,"290,400","460,177",0.68,0.49,Zillow
94518,2001,"340,983","512,733",0.97,0.66,Zillow
94518,2002,"372,900","551,719",1.15,0.79,Zillow
94518,2003,"421,742","613,180",1.44,0.99,Zillow
94518,2004,"503,975","723,895",1.91,1.35,Zillow
94518,2005,"602,575","848,868",2.48,1.76,Zillow
94518,2006,"620,292","846,676",2.58,1.75,Zillow
94518,2007,"563,150","744,480",2.25,1.42,Zillow
94518,2008,"458,917","588,168",1.65,0.91,Zillow
94518,2009,"400,367","509,469",1.31,0.65,Zillow
94518,2010,"418,808","525,674",1.42,0.71,Zillow
94518,2011,"376,992","461,226",1.18,0.5,Zillow
94518,2012,"351,783","419,073",1.03,0.36,Zillow
94518,2013,"433,525","505,279",1.5,0.64,Zillow
94518,2014,"513,792","582,231",1.97,0.89,Zillow
94518,2015,"561,350","619,919",2.24,1.01,Zillow
94518,2016,"597,533","640,622",2.45,1.08,Zillow
94518,2017,"637,375","662,011",2.68,1.15,Zillow
94518,2018,"669,867","669,867",2.87,1.17,Zillow
94520,1997,"126,658","225,482",0,0,Zillow
94520,1998,"128,125","221,064",0.01,-0.02,Zillow
94520,1999,"159,158","263,465",0.26,0.17,Zillow
94520,2000,"200,592","317,864",0.58,0.41,Zillow
94520,2001,"242,467","364,594",0.91,0.62,Zillow
94520,2002,"268,742","397,613",1.12,0.76,Zillow
94520,2003,"305,675","444,428",1.41,0.97,Zillow
94520,2004,"365,325","524,742",1.88,1.33,Zillow
94520,2005,"460,558","648,804",2.64,1.88,Zillow
94520,2006,"482,342","658,379",2.81,1.92,Zillow
94520,2007,"439,317","580,774",2.47,1.58,Zillow
94520,2008,"318,225","407,851",1.51,0.81,Zillow
94520,2009,"221,308","281,616",0.75,0.25,Zillow
94520,2010,"210,525","264,244",0.66,0.17,Zillow
94520,2011,"192,650","235,695",0.52,0.05,Zillow
94520,2012,"202,233","240,917",0.6,0.07,Zillow
94520,2013,"265,075","308,948",1.09,0.37,Zillow
94520,2014,"335,508","380,200",1.65,0.69,Zillow
94520,2015,"383,108","423,081",2.02,0.88,Zillow
94520,2016,"418,883","449,090",2.31,0.99,Zillow
94520,2017,"450,367","467,774",2.56,1.07,Zillow
94520,2018,"489,925","489,925",2.87,1.17,Zillow
94521,1997,"167,667","298,487",0,0,Zillow
94521,1998,"188,942","325,996",0.13,0.09,Zillow
94521,1999,"215,650","356,980",0.29,0.2,Zillow
94521,2000,"276,950","438,864",0.65,0.47,Zillow
94521,2001,"331,267","498,122",0.98,0.67,Zillow
94521,2002,"364,075","538,662",1.17,0.8,Zillow
94521,2003,"415,025","603,414",1.48,1.02,Zillow
94521,2004,"481,033","690,942",1.87,1.31,Zillow
94521,2005,"581,167","818,710",2.47,1.74,Zillow
94521,2006,"591,092","806,819",2.53,1.7,Zillow
94521,2007,"552,167","729,960",2.29,1.45,Zillow
94521,2008,"438,225","561,649",1.61,0.88,Zillow
94521,2009,"351,492","447,275",1.1,0.5,Zillow
94521,2010,"379,100","475,834",1.26,0.59,Zillow
94521,2011,"329,542","403,174",0.97,0.35,Zillow
94521,2012,"315,858","376,277",0.88,0.26,Zillow
94521,2013,"405,658","472,800",1.42,0.58,Zillow
94521,2014,"478,775","542,550",1.86,0.82,Zillow
94521,2015,"533,550","589,219",2.18,0.97,Zillow
94521,2016,"573,725","615,097",2.42,1.06,Zillow
94521,2017,"614,917","638,685",2.67,1.14,Zillow
94521,2018,"650,092","650,092",2.88,1.18,Zillow
94523,1997,"184,267","328,039",0,0,Zillow
94523,1998,"221,708","382,531",0.2,0.17,Zillow
94523,1999,"242,467","401,371",0.32,0.22,Zillow
94523,2000,"300,900","476,815",0.63,0.45,Zillow
94523,2001,"353,708","531,867",0.92,0.62,Zillow
94523,2002,"396,125","586,081",1.15,0.79,Zillow
94523,2003,"457,883","665,727",1.48,1.03,Zillow
94523,2004,"528,608","759,278",1.87,1.31,Zillow
94523,2005,"624,517","879,778",2.39,1.68,Zillow
94523,2006,"628,825","858,324",2.41,1.62,Zillow
94523,2007,"590,100","780,108",2.2,1.38,Zillow
94523,2008,"492,608","631,349",1.67,0.92,Zillow
94523,2009,"413,858","526,637",1.25,0.61,Zillow
94523,2010,"419,483","526,522",1.28,0.61,Zillow
94523,2011,"392,067","479,669",1.13,0.46,Zillow
94523,2012,"381,225","454,147",1.07,0.38,Zillow
94523,2013,"482,167","561,971",1.62,0.71,Zillow
94523,2014,"566,600","642,074",2.07,0.96,Zillow
94523,2015,"632,233","698,198",2.43,1.13,Zillow
94523,2016,"663,483","711,328",2.6,1.17,Zillow
94523,2017,"709,275","736,690",2.85,1.25,Zillow
94523,2018,"755,025","755,025",3.1,1.3,Zillow
94526,1997,"326,767","581,723",0,0,Zillow
94526,1998,"371,267","640,576",0.14,0.1,Zillow
94526,1999,"431,192","713,780",0.32,0.23,Zillow
94526,2000,"533,917","846,061",0.63,0.45,Zillow
94526,2001,"623,233","937,149",0.91,0.61,Zillow
94526,2002,"667,100","986,999",1.04,0.7,Zillow
94526,2003,"742,492","1,079,526",1.27,0.86,Zillow
94526,2004,"824,583","1,184,407",1.52,1.04,Zillow
94526,2005,"950,775","1,339,390",1.91,1.3,Zillow
94526,2006,"932,683","1,273,079",1.85,1.19,Zillow
94526,2007,"900,275","1,190,157",1.76,1.05,Zillow
94526,2008,"810,575","1,038,869",1.48,0.79,Zillow
94526,2009,"770,725","980,753",1.36,0.69,Zillow
94526,2010,"764,475","959,544",1.34,0.65,Zillow
94526,2011,"728,717","891,540",1.23,0.53,Zillow
94526,2012,"763,142","909,118",1.34,0.56,Zillow
94526,2013,"889,433","1,036,645",1.72,0.78,Zillow
94526,2014,"961,608","1,089,699",1.94,0.87,Zillow
94526,2015,"1,080,933","1,193,714",2.31,1.05,Zillow
94526,2016,"1,126,733","1,207,984",2.45,1.08,Zillow
94526,2017,"1,152,675","1,197,229",2.53,1.06,Zillow
94526,2018,"1,249,833","1,249,833",2.82,1.15,Zillow
94530,1997,"230,967","411,176",0,0,Zillow
94530,1998,"253,417","437,240",0.1,0.06,Zillow
94530,1999,"241,058","399,040",0.04,-0.03,Zillow
94530,2000,"314,200","497,891",0.36,0.21,Zillow
94530,2001,"399,900","601,325",0.73,0.46,Zillow
94530,2002,"442,875","655,250",0.92,0.59,Zillow
94530,2003,"500,225","727,289",1.17,0.77,Zillow
94530,2004,"576,258","827,721",1.49,1.01,Zillow
94530,2005,"652,975","919,868",1.83,1.24,Zillow
94530,2006,"622,200","849,281",1.69,1.07,Zillow
94530,2007,"605,375","800,302",1.62,0.95,Zillow
94530,2008,"551,150","706,379",1.39,0.72,Zillow
94530,2009,"528,525","672,552",1.29,0.64,Zillow
94530,2010,"532,142","667,927",1.3,0.62,Zillow
94530,2011,"452,725","553,881",0.96,0.35,Zillow
94530,2012,"442,692","527,371",0.92,0.28,Zillow
94530,2013,"582,683","679,125",1.52,0.65,Zillow
94530,2014,"649,317","735,808",1.81,0.79,Zillow
94530,2015,"712,800","787,171",2.09,0.91,Zillow
94530,2016,"804,525","862,541",2.48,1.1,Zillow
94530,2017,"856,042","889,130",2.71,1.16,Zillow
94530,2018,"899,633","899,633",2.9,1.19,Zillow
94531,1997,"183,000","325,784",0,0,Zillow
94531,1998,"195,117","336,651",0.07,0.03,Zillow
94531,1999,"207,792","343,971",0.14,0.06,Zillow
94531,2000,"250,633","397,161",0.37,0.22,Zillow
94531,2001,"293,150","440,806",0.6,0.35,Zillow
94531,2002,"327,467","484,499",0.79,0.49,Zillow
94531,2003,"370,217","538,267",1.02,0.65,Zillow
94531,2004,"426,600","612,756",1.33,0.88,Zillow
94531,2005,"551,092","776,342",2.01,1.38,Zillow
94531,2006,"579,183","790,564",2.16,1.43,Zillow
94531,2007,"504,258","666,626",1.76,1.05,Zillow
94531,2008,"353,700","453,318",0.93,0.39,Zillow
94531,2009,"260,700","331,742",0.42,0.02,Zillow
94531,2010,"248,775","312,254",0.36,-0.04,Zillow
94531,2011,"230,900","282,492",0.26,-0.13,Zillow
94531,2012,"231,258","275,494",0.26,-0.15,Zillow
94531,2013,"284,950","332,113",0.56,0.02,Zillow
94531,2014,"342,550","388,179",0.87,0.19,Zillow
94531,2015,"370,242","408,871",1.02,0.26,Zillow
94531,2016,"408,633","438,101",1.23,0.34,Zillow
94531,2017,"451,375","468,822",1.47,0.44,Zillow
94531,2018,"486,817","486,817",1.66,0.49,Zillow
94533,1997,"120,983","215,379",0,0,Zillow
94533,1998,"126,392","218,074",0.04,0.01,Zillow
94533,1999,"139,267","230,537",0.15,0.07,Zillow
94533,2000,"167,842","265,967",0.39,0.23,Zillow
94533,2001,"202,442","304,409",0.67,0.41,Zillow
94533,2002,"235,217","348,012",0.94,0.62,Zillow
94533,2003,"276,592","402,143",1.29,0.87,Zillow
94533,2004,"326,550","469,047",1.7,1.18,Zillow
94533,2005,"400,425","564,093",2.31,1.62,Zillow
94533,2006,"421,175","574,889",2.48,1.67,Zillow
94533,2007,"376,567","497,819",2.11,1.31,Zillow
94533,2008,"268,367","343,951",1.22,0.6,Zillow
94533,2009,"182,150","231,787",0.51,0.08,Zillow
94533,2010,"168,967","212,081",0.4,-0.02,Zillow
94533,2011,"163,000","199,420",0.35,-0.07,Zillow
94533,2012,"164,850","196,383",0.36,-0.09,Zillow
94533,2013,"203,817","237,551",0.68,0.1,Zillow
94533,2014,"251,383","284,869",1.08,0.32,Zillow
94533,2015,"274,342","302,966",1.27,0.41,Zillow
94533,2016,"306,167","328,245",1.53,0.52,Zillow
94533,2017,"346,242","359,625",1.86,0.67,Zillow
94533,2018,"376,958","376,958",2.12,0.75,Zillow
94534,1997,"188,292","335,204",0,0,Zillow
94534,1998,"199,558","344,314",0.06,0.03,Zillow
94534,1999,"224,417","371,492",0.19,0.11,Zillow
94534,2000,"276,658","438,401",0.47,0.31,Zillow
94534,2001,"318,975","479,639",0.69,0.43,Zillow
94534,2002,"344,942","510,354",0.83,0.52,Zillow
94534,2003,"401,925","584,368",1.13,0.74,Zillow
94534,2004,"475,592","683,126",1.53,1.04,Zillow
94534,2005,"570,592","803,812",2.03,1.4,Zillow
94534,2006,"600,650","819,866",2.19,1.45,Zillow
94534,2007,"545,025","720,519",1.89,1.15,Zillow
94534,2008,"403,558","517,219",1.14,0.54,Zillow
94534,2009,"309,275","393,555",0.64,0.17,Zillow
94534,2010,"295,392","370,766",0.57,0.11,Zillow
94534,2011,"276,067","337,751",0.47,0.01,Zillow
94534,2012,"282,150","336,120",0.5,0,Zillow
94534,2013,"344,400","401,402",0.83,0.2,Zillow
