Zipcode,Year,MedPrice,MedPrice_IA,PercentChngPrice,PercentChngPriceIA,Source
94002,1997,"406,317","723,341",0,0,Zillow
94002,1998,"466,617","805,091",0.15,0.11,Zillow
94002,1999,"524,475","868,198",0.29,0.2,Zillow
94002,2000,"650,458","1,030,736",0.6,0.42,Zillow
94002,2001,"686,650","1,032,508",0.69,0.43,Zillow
94002,2002,"673,983","997,183",0.66,0.38,Zillow
94002,2003,"697,000","1,013,384",0.72,0.4,Zillow
94002,2004,"808,783","1,161,713",0.99,0.61,Zillow
94002,2005,"919,192","1,294,897",1.26,0.79,Zillow
94002,2006,"921,500","1,257,814",1.27,0.74,Zillow
94002,2007,"944,950","1,249,217",1.33,0.73,Zillow
94002,2008,"896,725","1,149,283",1.21,0.59,Zillow
94002,2009,"835,600","1,063,307",1.06,0.47,Zillow
94002,2010,"827,375","1,038,494",1.04,0.44,Zillow
94002,2011,"814,542","996,541",1,0.38,Zillow
94002,2012,"872,583","1,039,494",1.15,0.44,Zillow
94002,2013,"1,056,992","1,231,937",1.6,0.7,Zillow
94002,2014,"1,223,292","1,386,239",2.01,0.92,Zillow
94002,2015,"1,431,392","1,580,738",2.52,1.19,Zillow
94002,2016,"1,547,067","1,658,628",2.81,1.29,Zillow
94002,2017,"1,627,225","1,690,121",3,1.34,Zillow
94002,2018,"1,773,683","1,773,683",3.37,1.45,Zillow
94005,1997,"236,483","420,997",0,0,Zillow
94005,1998,"269,850","465,594",0.14,0.11,Zillow
94005,1999,"319,067","528,172",0.35,0.25,Zillow
94005,2000,"383,917","608,366",0.62,0.45,Zillow
94005,2001,"415,133","624,231",0.76,0.48,Zillow
94005,2002,"452,017","668,775",0.91,0.59,Zillow
94005,2003,"492,400","715,912",1.08,0.7,Zillow
94005,2004,"566,192","813,261",1.39,0.93,Zillow
94005,2005,"671,208","945,554",1.84,1.25,Zillow
94005,2006,"707,100","965,166",1.99,1.29,Zillow
94005,2007,"698,925","923,974",1.96,1.19,Zillow
94005,2008,"630,675","808,301",1.67,0.92,Zillow
94005,2009,"535,333","681,215",1.26,0.62,Zillow
94005,2010,"495,267","621,642",1.09,0.48,Zillow
94005,2011,"456,333","558,296",0.93,0.33,Zillow
94005,2012,"478,800","570,386",1.02,0.35,Zillow
94005,2013,"590,950","688,759",1.5,0.64,Zillow
94005,2014,"656,100","743,495",1.77,0.77,Zillow
94005,2015,"749,558","827,765",2.17,0.97,Zillow
94005,2016,"808,242","866,525",2.42,1.06,Zillow
94005,2017,"863,225","896,591",2.65,1.13,Zillow
94005,2018,"940,950","940,950",2.98,1.24,Zillow
94010,1997,"608,908","1,084,003",0,0,Zillow
94010,1998,"686,533","1,184,531",0.13,0.09,Zillow
94010,1999,"751,800","1,244,504",0.23,0.15,Zillow
94010,2000,"949,842","1,505,149",0.56,0.39,Zillow
94010,2001,"1,001,308","1,505,656",0.64,0.39,Zillow
94010,2002,"975,958","1,443,966",0.6,0.33,Zillow
94010,2003,"1,046,575","1,521,640",0.72,0.4,Zillow
94010,2004,"1,231,308","1,768,615",1.02,0.63,Zillow
94010,2005,"1,461,108","2,058,314",1.4,0.9,Zillow
94010,2006,"1,475,658","2,014,221",1.42,0.86,Zillow
94010,2007,"1,510,342","1,996,661",1.48,0.84,Zillow
94010,2008,"1,474,575","1,889,882",1.42,0.74,Zillow
94010,2009,"1,417,175","1,803,365",1.33,0.66,Zillow
94010,2010,"1,341,883","1,684,288",1.2,0.55,Zillow
94010,2011,"1,335,000","1,633,290",1.19,0.51,Zillow
94010,2012,"1,454,925","1,733,227",1.39,0.6,Zillow
94010,2013,"1,718,425","2,002,845",1.82,0.85,Zillow
94010,2014,"1,900,533","2,153,693",2.12,0.99,Zillow
94010,2015,"2,168,425","2,394,671",2.56,1.21,Zillow
94010,2016,"2,256,758","2,419,497",2.71,1.23,Zillow
94010,2017,"2,499,558","2,596,173",3.1,1.39,Zillow
94010,2018,"2,705,717","2,705,717",3.44,1.5,Zillow
94014,1997,"214,067","381,090",0,0,Zillow
94014,1998,"238,400","411,331",0.11,0.08,Zillow
94014,1999,"277,492","459,350",0.3,0.21,Zillow
94014,2000,"352,033","557,843",0.64,0.46,Zillow
94014,2001,"385,383","579,497",0.8,0.52,Zillow
94014,2002,"428,458","633,920",1,0.66,Zillow
94014,2003,"473,875","688,978",1.21,0.81,Zillow
94014,2004,"568,525","816,613",1.66,1.14,Zillow
94014,2005,"670,683","944,815",2.13,1.48,Zillow
94014,2006,"698,117","952,904",2.26,1.5,Zillow
94014,2007,"707,308","935,057",2.3,1.45,Zillow
94014,2008,"577,600","740,278",1.7,0.94,Zillow
94014,2009,"475,842","605,512",1.22,0.59,Zillow
94014,2010,"470,500","590,556",1.2,0.55,Zillow
94014,2011,"436,550","534,092",1.04,0.4,Zillow
94014,2012,"427,142","508,847",1,0.34,Zillow
94014,2013,"536,917","625,783",1.51,0.64,Zillow
94014,2014,"606,283","687,043",1.83,0.8,Zillow
94014,2015,"702,433","775,723",2.28,1.04,Zillow
94014,2016,"756,225","810,758",2.53,1.13,Zillow
94014,2017,"824,967","856,854",2.85,1.25,Zillow
94014,2018,"930,033","930,033",3.34,1.44,Zillow
94015,1997,"248,458","442,315",0,0,Zillow
94015,1998,"273,425","471,762",0.1,0.07,Zillow
94015,1999,"322,608","534,035",0.3,0.21,Zillow
94015,2000,"405,108","641,947",0.63,0.45,Zillow
94015,2001,"429,367","645,634",0.73,0.46,Zillow
94015,2002,"468,467","693,113",0.89,0.57,Zillow
94015,2003,"519,125","754,768",1.09,0.71,Zillow
94015,2004,"611,458","878,281",1.46,0.99,Zillow
94015,2005,"712,992","1,004,416",1.87,1.27,Zillow
94015,2006,"733,783","1,001,588",1.95,1.26,Zillow
94015,2007,"729,567","964,482",1.94,1.18,Zillow
94015,2008,"620,933","795,816",1.5,0.8,Zillow
94015,2009,"531,275","676,051",1.14,0.53,Zillow
94015,2010,"536,217","673,041",1.16,0.52,Zillow
94015,2011,"502,933","615,308",1.02,0.39,Zillow
94015,2012,"489,767","583,451",0.97,0.32,Zillow
94015,2013,"593,817","692,101",1.39,0.56,Zillow
94015,2014,"680,708","771,382",1.74,0.74,Zillow
94015,2015,"773,867","854,609",2.11,0.93,Zillow
94015,2016,"828,700","888,459",2.34,1.01,Zillow
94015,2017,"905,267","940,257",2.64,1.13,Zillow
94015,2018,"1,000,300","1,000,300",3.03,1.26,Zillow
94019,1997,"340,825","606,750",0,0,Zillow
94019,1998,"382,967","660,763",0.12,0.09,Zillow
94019,1999,"442,025","731,713",0.3,0.21,Zillow
94019,2000,"544,617","863,016",0.6,0.42,Zillow
94019,2001,"582,633","876,099",0.71,0.44,Zillow
94019,2002,"593,925","878,734",0.74,0.45,Zillow
94019,2003,"633,983","921,763",0.86,0.52,Zillow
94019,2004,"722,942","1,038,412",1.12,0.71,Zillow
94019,2005,"821,033","1,156,618",1.41,0.91,Zillow
94019,2006,"837,100","1,142,611",1.46,0.88,Zillow
94019,2007,"830,150","1,097,453",1.44,0.81,Zillow
94019,2008,"780,783","1,000,687",1.29,0.65,Zillow
94019,2009,"715,708","910,744",1.1,0.5,Zillow
94019,2010,"688,808","864,570",1.02,0.42,Zillow
94019,2011,"632,017","773,233",0.85,0.27,Zillow
94019,2012,"635,875","757,507",0.87,0.25,Zillow
94019,2013,"740,358","862,897",1.17,0.42,Zillow
94019,2014,"818,842","927,915",1.4,0.53,Zillow
94019,2015,"923,558","1,019,919",1.71,0.68,Zillow
94019,2016,"995,375","1,067,153",1.92,0.76,Zillow
94019,2017,"1,081,533","1,123,337",2.17,0.85,Zillow
94019,2018,"1,225,050","1,225,050",2.59,1.02,Zillow
94022,1997,"870,392","1,549,506",0,0,Zillow
94022,1998,"952,667","1,643,713",0.09,0.06,Zillow
94022,1999,"1,132,317","1,874,398",0.3,0.21,Zillow
94022,2000,"1,539,675","2,439,817",0.77,0.57,Zillow
94022,2001,"1,706,325","2,565,782",0.96,0.66,Zillow
94022,2002,"1,772,483","2,622,453",1.04,0.69,Zillow
94022,2003,"1,703,583","2,476,879",0.96,0.6,Zillow
94022,2004,"1,854,525","2,663,785",1.13,0.72,Zillow
94022,2005,"2,086,683","2,939,583",1.4,0.9,Zillow
94022,2006,"2,035,400","2,778,248",1.34,0.79,Zillow
94022,2007,"1,967,900","2,601,550",1.26,0.68,Zillow
94022,2008,"1,791,517","2,296,088",1.06,0.48,Zillow
94022,2009,"1,606,942","2,044,844",0.85,0.32,Zillow
94022,2010,"1,647,642","2,068,066",0.89,0.33,Zillow
94022,2011,"1,671,317","2,044,753",0.92,0.32,Zillow
94022,2012,"1,963,117","2,338,627",1.26,0.51,Zillow
94022,2013,"2,436,042","2,839,236",1.8,0.83,Zillow
94022,2014,"2,764,283","3,132,498",2.18,1.02,Zillow
94022,2015,"3,134,583","3,461,635",2.6,1.23,Zillow
94022,2016,"3,330,083","3,570,221",2.83,1.3,Zillow
94022,2017,"3,662,750","3,804,324",3.21,1.46,Zillow
94022,2018,"4,092,858","4,092,858",3.7,1.64,Zillow
94024,1997,"691,967","1,231,867",0,0,Zillow
94024,1998,"788,933","1,361,210",0.14,0.1,Zillow
94024,1999,"886,967","1,468,254",0.28,0.19,Zillow
94024,2000,"1,243,375","1,970,291",0.8,0.6,Zillow
94024,2001,"1,433,192","2,155,074",1.07,0.75,Zillow
94024,2002,"1,404,992","2,078,736",1.03,0.69,Zillow
94024,2003,"1,435,567","2,087,204",1.07,0.69,Zillow
94024,2004,"1,533,233","2,202,291",1.22,0.79,Zillow
94024,2005,"1,719,308","2,422,049",1.48,0.97,Zillow
94024,2006,"1,680,758","2,294,175",1.43,0.86,Zillow
94024,2007,"1,650,658","2,182,159",1.39,0.77,Zillow
94024,2008,"1,550,200","1,986,806",1.24,0.61,Zillow
94024,2009,"1,425,117","1,813,470",1.06,0.47,Zillow
94024,2010,"1,495,900","1,877,604",1.16,0.52,Zillow
94024,2011,"1,533,358","1,875,969",1.22,0.52,Zillow
94024,2012,"1,744,300","2,077,955",1.52,0.69,Zillow
94024,2013,"2,073,733","2,416,962",2,0.96,Zillow
94024,2014,"2,280,850","2,584,669",2.3,1.1,Zillow
94024,2015,"2,606,733","2,878,711",2.77,1.34,Zillow
94024,2016,"2,792,408","2,993,773",3.04,1.43,Zillow
94024,2017,"3,070,292","3,188,966",3.44,1.59,Zillow
94024,2018,"3,433,033","3,433,033",3.96,1.79,Zillow
94025,1997,"482,217","858,461",0,0,Zillow
94025,1998,"583,525","1,006,803",0.21,0.17,Zillow
94025,1999,"664,875","1,100,611",0.38,0.28,Zillow
94025,2000,"820,375","1,299,992",0.7,0.51,Zillow
94025,2001,"839,867","1,262,898",0.74,0.47,Zillow
94025,2002,"809,458","1,197,623",0.68,0.4,Zillow
94025,2003,"841,067","1,222,846",0.74,0.42,Zillow
94025,2004,"923,692","1,326,764",0.92,0.55,Zillow
94025,2005,"1,054,642","1,485,710",1.19,0.73,Zillow
94025,2006,"1,112,433","1,518,432",1.31,0.77,Zillow
94025,2007,"1,198,425","1,584,310",1.49,0.85,Zillow
94025,2008,"1,171,900","1,501,960",1.43,0.75,Zillow
94025,2009,"1,086,283","1,382,303",1.25,0.61,Zillow
94025,2010,"1,096,717","1,376,563",1.27,0.6,Zillow
94025,2011,"1,069,192","1,308,090",1.22,0.52,Zillow
94025,2012,"1,188,408","1,415,730",1.46,0.65,Zillow
94025,2013,"1,472,792","1,716,557",2.05,1,Zillow
94025,2014,"1,669,700","1,892,111",2.46,1.2,Zillow
94025,2015,"1,979,492","2,186,025",3.1,1.55,Zillow
94025,2016,"2,055,633","2,203,868",3.26,1.57,Zillow
94025,2017,"2,111,758","2,193,383",3.38,1.56,Zillow
94025,2018,"2,386,550","2,386,550",3.95,1.78,Zillow
94027,1997,"1,295,858","2,306,939",0,0,Zillow
94027,1998,"1,492,875","2,575,778",0.15,0.12,Zillow
94027,1999,"1,884,425","3,119,412",0.45,0.35,Zillow
94027,2000,"2,557,367","4,052,482",0.97,0.76,Zillow
94027,2001,"3,100,333","4,661,936",1.39,1.02,Zillow
94027,2002,"3,418,167","5,057,302",1.64,1.19,Zillow
94027,2003,"3,505,142","5,096,206",1.7,1.21,Zillow
94027,2004,"3,686,117","5,294,630",1.84,1.3,Zillow
94027,2005,"3,803,408","5,357,993",1.94,1.32,Zillow
94027,2006,"3,680,167","5,023,296",1.84,1.18,Zillow
94027,2007,"3,637,592","4,808,871",1.81,1.08,Zillow
94027,2008,"3,333,375","4,272,203",1.57,0.85,Zillow
94027,2009,"3,040,067","3,868,505",1.35,0.68,Zillow
94027,2010,"3,007,525","3,774,946",1.32,0.64,Zillow
94027,2011,"2,998,808","3,668,857",1.31,0.59,Zillow
94027,2012,"3,347,342","3,987,631",1.58,0.73,Zillow
94027,2013,"4,045,667","4,715,274",2.12,1.04,Zillow
94027,2014,"4,511,417","5,112,357",2.48,1.22,Zillow
94027,2015,"5,246,533","5,793,938",3.05,1.51,Zillow
94027,2016,"5,544,892","5,944,743",3.28,1.58,Zillow
94027,2017,"6,080,942","6,315,985",3.69,1.74,Zillow
94027,2018,"6,604,525","6,604,525",4.1,1.86,Zillow
94028,1997,"981,467","1,747,246",0,0,Zillow
94028,1998,"1,128,800","1,947,610",0.15,0.11,Zillow
94028,1999,"1,371,992","2,271,147",0.4,0.3,Zillow
94028,2000,"1,751,325","2,775,204",0.78,0.59,Zillow
94028,2001,"2,022,192","3,040,747",1.06,0.74,Zillow
94028,2002,"2,063,542","3,053,085",1.1,0.75,Zillow
94028,2003,"2,084,350","3,030,485",1.12,0.73,Zillow
94028,2004,"2,150,358","3,088,712",1.19,0.77,Zillow
94028,2005,"2,187,883","3,082,147",1.23,0.76,Zillow
94028,2006,"2,099,858","2,866,231",1.14,0.64,Zillow
94028,2007,"2,129,058","2,814,600",1.17,0.61,Zillow
94028,2008,"2,064,117","2,645,465",1.1,0.51,Zillow
94028,2009,"1,938,783","2,467,115",0.98,0.41,Zillow
94028,2010,"1,994,142","2,502,981",1.03,0.43,Zillow
94028,2011,"2,089,167","2,555,967",1.13,0.46,Zillow
94028,2012,"2,232,942","2,660,065",1.28,0.52,Zillow
94028,2013,"2,492,142","2,904,622",1.54,0.66,Zillow
94028,2014,"2,740,950","3,106,056",1.79,0.78,Zillow
94028,2015,"3,099,475","3,422,863",2.16,0.96,Zillow
94028,2016,"3,199,342","3,430,051",2.26,0.96,Zillow
94028,2017,"3,354,408","3,484,065",2.42,0.99,Zillow
94028,2018,"3,695,917","3,695,917",2.77,1.12,Zillow
94030,1997,"385,217","685,778",0,0,Zillow
94030,1998,"440,283","759,656",0.14,0.11,Zillow
94030,1999,"513,917","850,720",0.33,0.24,Zillow
94030,2000,"638,233","1,011,364",0.66,0.47,Zillow
94030,2001,"650,442","978,062",0.69,0.43,Zillow
94030,2002,"663,650","981,894",0.72,0.43,Zillow
94030,2003,"714,392","1,038,671",0.85,0.51,Zillow
94030,2004,"834,025","1,197,969",1.17,0.75,Zillow
94030,2005,"944,392","1,330,397",1.45,0.94,Zillow
94030,2006,"952,508","1,300,140",1.47,0.9,Zillow
94030,2007,"975,067","1,289,031",1.53,0.88,Zillow
94030,2008,"922,908","1,182,841",1.4,0.72,Zillow
94030,2009,"866,942","1,103,189",1.25,0.61,Zillow
94030,2010,"856,575","1,075,145",1.22,0.57,Zillow
94030,2011,"817,667","1,000,365",1.12,0.46,Zillow
94030,2012,"863,408","1,028,564",1.24,0.5,Zillow
94030,2013,"994,250","1,158,811",1.58,0.69,Zillow
94030,2014,"1,164,000","1,319,050",2.02,0.92,Zillow
94030,2015,"1,349,108","1,489,870",2.5,1.17,Zillow
94030,2016,"1,419,633","1,522,005",2.69,1.22,Zillow
94030,2017,"1,560,383","1,620,696",3.05,1.36,Zillow
94030,2018,"1,711,792","1,711,792",3.44,1.5,Zillow
94037,1997,"351,000","624,864",0,0,Zillow
94037,1998,"393,733","679,340",0.12,0.09,Zillow
94037,1999,"464,350","768,669",0.32,0.23,Zillow
94037,2000,"551,458","873,858",0.57,0.4,Zillow
94037,2001,"587,292","883,104",0.67,0.41,Zillow
94037,2002,"588,858","871,237",0.68,0.39,Zillow
94037,2003,"602,208","875,565",0.72,0.4,Zillow
94037,2004,"702,750","1,009,410",1,0.62,Zillow
94037,2005,"812,992","1,145,289",1.32,0.83,Zillow
94037,2006,"821,442","1,121,238",1.34,0.79,Zillow
94037,2007,"804,000","1,062,882",1.29,0.7,Zillow
94037,2008,"743,142","952,444",1.12,0.52,Zillow
94037,2009,"665,833","847,277",0.9,0.36,Zillow
94037,2010,"674,875","847,081",0.92,0.36,Zillow
94037,2011,"663,183","811,364",0.89,0.3,Zillow
94037,2012,"634,283","755,611",0.81,0.21,Zillow
94037,2013,"711,575","829,349",1.03,0.33,Zillow
94037,2014,"794,717","900,576",1.26,0.44,Zillow
94037,2015,"909,767","1,004,689",1.59,0.61,Zillow
94037,2016,"989,933","1,061,319",1.82,0.7,Zillow
94037,2017,"1,069,408","1,110,744",2.05,0.78,Zillow
94037,2018,"1,205,617","1,205,617",2.43,0.93,Zillow
94038,1997,"352,100","626,823",0,0,Zillow
94038,1998,"388,942","671,072",0.1,0.07,Zillow
94038,1999,"459,150","760,061",0.3,0.21,Zillow
94038,2000,"554,483","878,651",0.57,0.4,Zillow
94038,2001,"598,500","899,958",0.7,0.44,Zillow
94038,2002,"586,675","868,007",0.67,0.38,Zillow
94038,2003,"594,475","864,321",0.69,0.38,Zillow
94038,2004,"702,917","1,009,649",1,0.61,Zillow
94038,2005,"815,092","1,148,248",1.31,0.83,Zillow
94038,2006,"826,592","1,128,268",1.35,0.8,Zillow
94038,2007,"806,683","1,066,430",1.29,0.7,Zillow
94038,2008,"757,225","970,494",1.15,0.55,Zillow
94038,2009,"668,992","851,296",0.9,0.36,Zillow
94038,2010,"661,183","829,896",0.88,0.32,Zillow
94038,2011,"623,558","762,885",0.77,0.22,Zillow
94038,2012,"616,117","733,969",0.75,0.17,Zillow
94038,2013,"682,767","795,773",0.94,0.27,Zillow
94038,2014,"768,725","871,123",1.18,0.39,Zillow
94038,2015,"890,008","982,869",1.53,0.57,Zillow
94038,2016,"976,742","1,047,176",1.77,0.67,Zillow
94038,2017,"1,051,575","1,092,221",1.99,0.74,Zillow
94038,2018,"1,246,233","1,246,233",2.54,0.99,Zillow
94040,1997,"437,917","779,597",0,0,Zillow
94040,1998,"505,150","871,576",0.15,0.12,Zillow
94040,1999,"569,133","942,124",0.3,0.21,Zillow
94040,2000,"731,467","1,159,105",0.67,0.49,Zillow
94040,2001,"754,425","1,134,420",0.72,0.46,Zillow
94040,2002,"723,158","1,069,939",0.65,0.37,Zillow
94040,2003,"736,875","1,071,360",0.68,0.37,Zillow
94040,2004,"832,308","1,195,503",0.9,0.53,Zillow
94040,2005,"967,100","1,362,387",1.21,0.75,Zillow
94040,2006,"983,908","1,343,000",1.25,0.72,Zillow
94040,2007,"1,041,283","1,376,569",1.38,0.77,Zillow
94040,2008,"1,026,608","1,315,747",1.34,0.69,Zillow
94040,2009,"932,825","1,187,026",1.13,0.52,Zillow
94040,2010,"945,742","1,187,064",1.16,0.52,Zillow
94040,2011,"967,683","1,183,901",1.21,0.52,Zillow
94040,2012,"1,104,300","1,315,534",1.52,0.69,Zillow
94040,2013,"1,348,883","1,572,140",2.08,1.02,Zillow
94040,2014,"1,553,225","1,760,121",2.55,1.26,Zillow
94040,2015,"1,823,192","2,013,417",3.16,1.58,Zillow
94040,2016,"1,918,375","2,056,712",3.38,1.64,Zillow
94040,2017,"2,120,033","2,201,978",3.84,1.82,Zillow
94040,2018,"2,458,142","2,458,142",4.61,2.15,Zillow
94041,1997,"355,275","632,475",0,0,Zillow
94041,1998,"415,150","716,292",0.17,0.13,Zillow
94041,1999,"500,458","828,441",0.41,0.31,Zillow
94041,2000,"601,475","953,116",0.69,0.51,Zillow
94041,2001,"634,833","954,592",0.79,0.51,Zillow
94041,2002,"612,492","906,204",0.72,0.43,Zillow
94041,2003,"610,158","887,123",0.72,0.4,Zillow
94041,2004,"711,267","1,021,643",1,0.62,Zillow
94041,2005,"828,567","1,167,231",1.33,0.85,Zillow
94041,2006,"862,492","1,177,270",1.43,0.86,Zillow
94041,2007,"894,142","1,182,049",1.52,0.87,Zillow
94041,2008,"874,433","1,120,713",1.46,0.77,Zillow
94041,2009,"805,467","1,024,962",1.27,0.62,Zillow
94041,2010,"804,250","1,009,468",1.26,0.6,Zillow
94041,2011,"821,875","1,005,513",1.31,0.59,Zillow
94041,2012,"941,917","1,122,089",1.65,0.77,Zillow
94041,2013,"1,120,092","1,305,481",2.15,1.06,Zillow
94041,2014,"1,236,608","1,401,330",2.48,1.22,Zillow
94041,2015,"1,481,817","1,636,424",3.17,1.59,Zillow
94041,2016,"1,611,758","1,727,985",3.54,1.73,Zillow
94041,2017,"1,770,858","1,839,306",3.98,1.91,Zillow
94041,2018,"2,063,700","2,063,700",4.81,2.26,Zillow
94043,1997,"284,042","505,662",0,0,Zillow
94043,1998,"323,717","558,534",0.14,0.1,Zillow
94043,1999,"367,608","608,526",0.29,0.2,Zillow
94043,2000,"496,892","787,390",0.75,0.56,Zillow
94043,2001,"525,500","790,188",0.85,0.56,Zillow
94043,2002,"499,150","738,511",0.76,0.46,Zillow
94043,2003,"510,950","742,882",0.8,0.47,Zillow
94043,2004,"576,042","827,409",1.03,0.64,Zillow
94043,2005,"676,842","953,490",1.38,0.89,Zillow
94043,2006,"695,067","948,741",1.45,0.88,Zillow
94043,2007,"704,275","931,047",1.48,0.84,Zillow
94043,2008,"669,683","858,296",1.36,0.7,Zillow
94043,2009,"627,858","798,954",1.21,0.58,Zillow
94043,2010,"624,300","783,601",1.2,0.55,Zillow
94043,2011,"611,667","748,336",1.15,0.48,Zillow
94043,2012,"665,208","792,451",1.34,0.57,Zillow
94043,2013,"794,817","926,369",1.8,0.83,Zillow
94043,2014,"897,725","1,017,306",2.16,1.01,Zillow
94043,2015,"1,090,000","1,203,727",2.84,1.38,Zillow
94043,2016,"1,250,200","1,340,354",3.4,1.65,Zillow
94043,2017,"1,366,842","1,419,674",3.81,1.81,Zillow
94043,2018,"1,610,175","1,610,175",4.67,2.18,Zillow
94044,1997,"254,017","452,211",0,0,Zillow
94044,1998,"279,925","482,977",0.1,0.07,Zillow
94044,1999,"329,625","545,650",0.3,0.21,Zillow
94044,2000,"414,925","657,503",0.63,0.45,Zillow
94044,2001,"436,983","657,087",0.72,0.45,Zillow
94044,2002,"468,117","692,596",0.84,0.53,Zillow
94044,2003,"503,550","732,123",0.98,0.62,Zillow
94044,2004,"602,933","866,036",1.37,0.92,Zillow
94044,2005,"715,700","1,008,231",1.82,1.23,Zillow
94044,2006,"730,133","996,606",1.87,1.2,Zillow
94044,2007,"709,558","938,031",1.79,1.07,Zillow
94044,2008,"627,025","803,623",1.47,0.78,Zillow
94044,2009,"553,050","703,760",1.18,0.56,Zillow
94044,2010,"543,717","682,455",1.14,0.51,Zillow
94044,2011,"504,858","617,663",0.99,0.37,Zillow
94044,2012,"516,383","615,159",1.03,0.36,Zillow
94044,2013,"618,575","720,957",1.44,0.59,Zillow
94044,2014,"695,292","787,908",1.74,0.74,Zillow
94044,2015,"789,792","872,196",2.11,0.93,Zillow
94044,2016,"846,708","907,766",2.33,1.01,Zillow
94044,2017,"925,225","960,987",2.64,1.13,Zillow
94044,2018,"1,030,492","1,030,492",3.06,1.28,Zillow
94061,1997,"336,508","599,066",0,0,Zillow
94061,1998,"390,067","673,013",0.16,0.12,Zillow
94061,1999,"438,158","725,312",0.3,0.21,Zillow
94061,2000,"556,683","882,138",0.65,0.47,Zillow
94061,2001,"595,800","895,898",0.77,0.5,Zillow
94061,2002,"597,908","884,627",0.78,0.48,Zillow
94061,2003,"642,467","934,097",0.91,0.56,Zillow
94061,2004,"725,958","1,042,745",1.16,0.74,Zillow
94061,2005,"823,500","1,160,093",1.45,0.94,Zillow
94061,2006,"842,533","1,150,028",1.5,0.92,Zillow
94061,2007,"856,258","1,131,968",1.54,0.89,Zillow
94061,2008,"819,625","1,050,468",1.44,0.75,Zillow
94061,2009,"740,900","942,800",1.2,0.57,Zillow
94061,2010,"743,183","932,819",1.21,0.56,Zillow
94061,2011,"707,950","866,133",1.1,0.45,Zillow
94061,2012,"742,708","884,776",1.21,0.48,Zillow
94061,2013,"897,725","1,046,309",1.67,0.75,Zillow
94061,2014,"1,005,817","1,139,796",1.99,0.9,Zillow
94061,2015,"1,233,375","1,362,061",2.67,1.27,Zillow
94061,2016,"1,366,167","1,464,683",3.06,1.44,Zillow
94061,2017,"1,450,233","1,506,288",3.31,1.51,Zillow
94061,2018,"1,637,208","1,637,208",3.87,1.73,Zillow
94062,1997,"514,808","916,482",0,0,Zillow
94062,1998,"584,250","1,008,054",0.13,0.1,Zillow
94062,1999,"651,125","1,077,850",0.26,0.18,Zillow
94062,2000,"823,200","1,304,468",0.6,0.42,Zillow
94062,2001,"887,867","1,335,075",0.72,0.46,Zillow
94062,2002,"878,808","1,300,229",0.71,0.42,Zillow
94062,2003,"896,483","1,303,418",0.74,0.42,Zillow
94062,2004,"1,015,792","1,459,053",0.97,0.59,Zillow
94062,2005,"1,165,233","1,641,504",1.26,0.79,Zillow
94062,2006,"1,193,192","1,628,664",1.32,0.78,Zillow
94062,2007,"1,250,592","1,653,273",1.43,0.8,Zillow
94062,2008,"1,202,492","1,541,167",1.34,0.68,Zillow
94062,2009,"1,072,450","1,364,700",1.08,0.49,Zillow
94062,2010,"1,067,358","1,339,713",1.07,0.46,Zillow
94062,2011,"1,051,992","1,287,047",1.04,0.4,Zillow
94062,2012,"1,129,783","1,345,892",1.19,0.47,Zillow
94062,2013,"1,363,500","1,589,176",1.65,0.73,Zillow
94062,2014,"1,493,283","1,692,195",1.9,0.85,Zillow
94062,2015,"1,715,542","1,894,535",2.33,1.07,Zillow
94062,2016,"1,804,900","1,935,054",2.51,1.11,Zillow
94062,2017,"1,892,800","1,965,961",2.68,1.15,Zillow
94062,2018,"2,161,625","2,161,625",3.2,1.36,Zillow
94063,1997,"228,475","406,740",0,0,Zillow
94063,1998,"263,250","454,206",0.15,0.12,Zillow
94063,1999,"313,225","518,502",0.37,0.27,Zillow
94063,2000,"386,283","612,117",0.69,0.5,Zillow
94063,2001,"433,325","651,586",0.9,0.6,Zillow
94063,2002,"459,008","679,119",1.01,0.67,Zillow
94063,2003,"485,733","706,219",1.13,0.74,Zillow
94063,2004,"570,908","820,036",1.5,1.02,Zillow
94063,2005,"662,825","933,745",1.9,1.3,Zillow
94063,2006,"685,925","936,263",2,1.3,Zillow
94063,2007,"699,433","924,646",2.06,1.27,Zillow
94063,2008,"615,650","789,045",1.69,0.94,Zillow
94063,2009,"511,350","650,696",1.24,0.6,Zillow
94063,2010,"488,458","613,097",1.14,0.51,Zillow
94063,2011,"444,875","544,277",0.95,0.34,Zillow
94063,2012,"466,050","555,197",1.04,0.36,Zillow
94063,2013,"591,192","689,041",1.59,0.69,Zillow
94063,2014,"695,475","788,115",2.04,0.94,Zillow
94063,2015,"841,217","928,986",2.68,1.28,Zillow
94063,2016,"893,633","958,075",2.91,1.36,Zillow
94063,2017,"997,200","1,035,744",3.36,1.55,Zillow
94063,2018,"1,236,717","1,236,717",4.41,2.04,Zillow
94065,1997,"358,692","638,557",0,0,Zillow
94065,1998,"425,058","733,387",0.19,0.15,Zillow
94065,1999,"484,617","802,218",0.35,0.26,Zillow
94065,2000,"611,150","968,447",0.7,0.52,Zillow
94065,2001,"657,450","988,600",0.83,0.55,Zillow
94065,2002,"656,983","972,031",0.83,0.52,Zillow
94065,2003,"674,475","980,635",0.88,0.54,Zillow
94065,2004,"766,092","1,100,392",1.14,0.72,Zillow
